defined_class	defined_class_label	target	target_label
http://purl.obolibrary.org/obo/GO_0097314	apoptosome assembly	http://purl.obolibrary.org/obo/GO_0043293	apoptosome
http://purl.obolibrary.org/obo/GO_0030476	ascospore wall assembly	http://purl.obolibrary.org/obo/GO_0005619	ascospore wall
http://purl.obolibrary.org/obo/GO_0031321	ascospore-type prospore assembly	http://purl.obolibrary.org/obo/GO_0042764	ascospore-type prospore
http://purl.obolibrary.org/obo/GO_0032120	ascospore-type prospore membrane formation	http://purl.obolibrary.org/obo/GO_0005628	prospore membrane
http://purl.obolibrary.org/obo/GO_0042243	asexual spore wall assembly	http://purl.obolibrary.org/obo/GO_0097515	asexual spore wall
http://purl.obolibrary.org/obo/GO_1902626	assembly of large subunit precursor of preribosome	http://purl.obolibrary.org/obo/GO_0030687	preribosome, large subunit precursor
http://purl.obolibrary.org/obo/GO_0000045	autophagosome assembly	http://purl.obolibrary.org/obo/GO_0005776	autophagosome
http://purl.obolibrary.org/obo/GO_1904158	axonemal central apparatus assembly	http://purl.obolibrary.org/obo/GO_1990716	axonemal central apparatus
http://purl.obolibrary.org/obo/GO_0070286	axonemal dynein complex assembly	http://purl.obolibrary.org/obo/GO_0005858	axonemal dynein complex
http://purl.obolibrary.org/obo/GO_0035082	axoneme assembly	http://purl.obolibrary.org/obo/GO_0005930	axoneme
http://purl.obolibrary.org/obo/GO_0044780	bacterial-type flagellum assembly	http://purl.obolibrary.org/obo/GO_0009288	bacterial-type flagellum
http://purl.obolibrary.org/obo/GO_0070831	basement membrane assembly	http://purl.obolibrary.org/obo/GO_0005604	basement membrane
http://purl.obolibrary.org/obo/GO_1904885	beta-catenin destruction complex assembly	http://purl.obolibrary.org/obo/GO_0030877	beta-catenin destruction complex
http://purl.obolibrary.org/obo/GO_1904837	beta-catenin-TCF complex assembly	http://purl.obolibrary.org/obo/GO_1990907	beta-catenin-TCF complex
http://purl.obolibrary.org/obo/GO_0070830	bicellular tight junction assembly	http://purl.obolibrary.org/obo/GO_0005923	bicellular tight junction
http://purl.obolibrary.org/obo/GO_0140528	bilobe structure assembly	http://purl.obolibrary.org/obo/GO_0120120	bilobe structure
http://purl.obolibrary.org/obo/GO_0032060	bleb assembly	http://purl.obolibrary.org/obo/GO_0032059	bleb
http://purl.obolibrary.org/obo/GO_0000492	box C/D snoRNP assembly	http://purl.obolibrary.org/obo/GO_0031428	box C/D RNP complex
http://purl.obolibrary.org/obo/GO_0000493	box H/ACA snoRNP assembly	http://purl.obolibrary.org/obo/GO_0031429	box H/ACA snoRNP complex
http://purl.obolibrary.org/obo/GO_1904970	brush border assembly	http://purl.obolibrary.org/obo/GO_0005903	brush border
http://purl.obolibrary.org/obo/GO_0055003	cardiac myofibril assembly	http://purl.obolibrary.org/obo/GO_0097512	cardiac myofibril
http://purl.obolibrary.org/obo/GO_0070836	caveola assembly	http://purl.obolibrary.org/obo/GO_0005901	caveola
http://purl.obolibrary.org/obo/GO_0034329	cell junction assembly	http://purl.obolibrary.org/obo/GO_0030054	cell junction
http://purl.obolibrary.org/obo/GO_0000919	cell plate assembly	http://purl.obolibrary.org/obo/GO_0009504	cell plate
http://purl.obolibrary.org/obo/GO_0030031	cell projection assembly	http://purl.obolibrary.org/obo/GO_0042995	cell projection
http://purl.obolibrary.org/obo/GO_0090529	cell septum assembly	http://purl.obolibrary.org/obo/GO_0030428	cell septum
http://purl.obolibrary.org/obo/GO_0070726	cell wall assembly	http://purl.obolibrary.org/obo/GO_0005618	cell wall
http://purl.obolibrary.org/obo/GO_0044575	cellulosome assembly	http://purl.obolibrary.org/obo/GO_0043263	cellulosome
http://purl.obolibrary.org/obo/GO_0098534	centriole assembly	http://purl.obolibrary.org/obo/GO_0005814	centriole
http://purl.obolibrary.org/obo/GO_0034508	centromere complex assembly	http://purl.obolibrary.org/obo/GO_0000775	chromosome, centromeric region
http://purl.obolibrary.org/obo/GO_1904763	chaperone-mediated autophagy translocation complex assembly	http://purl.obolibrary.org/obo/GO_0061742	chaperone-mediated autophagy translocation complex
http://purl.obolibrary.org/obo/GO_0051026	chiasma assembly	http://purl.obolibrary.org/obo/GO_0005712	chiasma
http://purl.obolibrary.org/obo/GO_0033614	chloroplast proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0045320	chloroplast proton-transporting ATP synthase complex
http://purl.obolibrary.org/obo/GO_0034378	chylomicron assembly	http://purl.obolibrary.org/obo/GO_0042627	chylomicron
http://purl.obolibrary.org/obo/GO_0120273	ciliary centrin arm assembly	http://purl.obolibrary.org/obo/GO_0120269	ciliary centrin arm
http://purl.obolibrary.org/obo/GO_1905352	ciliary necklace assembly	http://purl.obolibrary.org/obo/GO_0097538	ciliary necklace
http://purl.obolibrary.org/obo/GO_1905353	ciliary transition fiber assembly	http://purl.obolibrary.org/obo/GO_0097539	ciliary transition fiber
http://purl.obolibrary.org/obo/GO_1905349	ciliary transition zone assembly	http://purl.obolibrary.org/obo/GO_0035869	ciliary transition zone
http://purl.obolibrary.org/obo/GO_1905556	ciliary vesicle assembly	http://purl.obolibrary.org/obo/GO_0097721	ciliary vesicle
http://purl.obolibrary.org/obo/GO_0060271	cilium assembly	http://purl.obolibrary.org/obo/GO_0005929	cilium
http://purl.obolibrary.org/obo/GO_1905224	clathrin-coated pit assembly	http://purl.obolibrary.org/obo/GO_0005905	clathrin-coated pit
http://purl.obolibrary.org/obo/GO_0030038	contractile actin filament bundle assembly	http://purl.obolibrary.org/obo/GO_0097517	contractile actin filament bundle
http://purl.obolibrary.org/obo/GO_1903575	cornified envelope assembly	http://purl.obolibrary.org/obo/GO_0001533	cornified envelope
http://purl.obolibrary.org/obo/GO_0098775	curli assembly	http://purl.obolibrary.org/obo/GO_0098774	curli
http://purl.obolibrary.org/obo/GO_0010190	cytochrome b6f complex assembly	http://purl.obolibrary.org/obo/GO_0009512	cytochrome b6f complex
http://purl.obolibrary.org/obo/GO_0017004	cytochrome complex assembly	http://purl.obolibrary.org/obo/GO_0070069	cytochrome complex
http://purl.obolibrary.org/obo/GO_0035231	cytoneme assembly	http://purl.obolibrary.org/obo/GO_0035230	cytoneme
http://purl.obolibrary.org/obo/GO_1990194	cytoplasmic U snRNP body assembly	http://purl.obolibrary.org/obo/GO_0071254	cytoplasmic U snRNP body
http://purl.obolibrary.org/obo/GO_0071550	death-inducing signaling complex assembly	http://purl.obolibrary.org/obo/GO_0031264	death-inducing signaling complex
http://purl.obolibrary.org/obo/GO_0097026	dendritic cell dendrite assembly	http://purl.obolibrary.org/obo/GO_0097511	dendritic cell dendrite
http://purl.obolibrary.org/obo/GO_0002159	desmosome assembly	http://purl.obolibrary.org/obo/GO_0030057	desmosome
http://purl.obolibrary.org/obo/GO_0042714	dosage compensation complex assembly	http://purl.obolibrary.org/obo/GO_0046536	dosage compensation complex
http://purl.obolibrary.org/obo/GO_0070941	eisosome assembly	http://purl.obolibrary.org/obo/GO_0032126	eisosome
http://purl.obolibrary.org/obo/GO_0048251	elastic fiber assembly	http://purl.obolibrary.org/obo/GO_0071953	elastic fiber
http://purl.obolibrary.org/obo/GO_0071784	endoplasmic reticulum cisternal network assembly	http://purl.obolibrary.org/obo/GO_0071781	endoplasmic reticulum cisternal network
http://purl.obolibrary.org/obo/GO_0071787	endoplasmic reticulum tubular network formation	http://purl.obolibrary.org/obo/GO_0071782	endoplasmic reticulum tubular network
http://purl.obolibrary.org/obo/GO_1904185	equatorial microtubule organizing center assembly	http://purl.obolibrary.org/obo/GO_0000923	equatorial microtubule organizing center
http://purl.obolibrary.org/obo/GO_1905143	eukaryotic translation initiation factor 2 complex assembly	http://purl.obolibrary.org/obo/GO_0005850	eukaryotic translation initiation factor 2 complex
http://purl.obolibrary.org/obo/GO_1905173	eukaryotic translation initiation factor 2B complex assembly	http://purl.obolibrary.org/obo/GO_0005851	eukaryotic translation initiation factor 2B complex
http://purl.obolibrary.org/obo/GO_0070196	eukaryotic translation initiation factor 3 complex assembly	http://purl.obolibrary.org/obo/GO_0005852	eukaryotic translation initiation factor 3 complex
http://purl.obolibrary.org/obo/GO_0097010	eukaryotic translation initiation factor 4F complex assembly	http://purl.obolibrary.org/obo/GO_0016281	eukaryotic translation initiation factor 4F complex
http://purl.obolibrary.org/obo/GO_0001927	exocyst assembly	http://purl.obolibrary.org/obo/GO_0000145	exocyst
http://purl.obolibrary.org/obo/GO_1903040	exon-exon junction complex assembly	http://purl.obolibrary.org/obo/GO_0035145	exon-exon junction complex
http://purl.obolibrary.org/obo/GO_0070499	exosporium assembly	http://purl.obolibrary.org/obo/GO_0043592	exosporium
http://purl.obolibrary.org/obo/GO_0071971	extracellular exosome assembly	http://purl.obolibrary.org/obo/GO_0070062	extracellular exosome
http://purl.obolibrary.org/obo/GO_0085029	extracellular matrix assembly	http://purl.obolibrary.org/obo/GO_0031012	extracellular matrix
http://purl.obolibrary.org/obo/GO_0035038	female pronucleus assembly	http://purl.obolibrary.org/obo/GO_0001939	female pronucleus
http://purl.obolibrary.org/obo/GO_0046847	filopodium assembly	http://purl.obolibrary.org/obo/GO_0030175	filopodium
http://purl.obolibrary.org/obo/GO_0036058	filtration diaphragm assembly	http://purl.obolibrary.org/obo/GO_0036056	filtration diaphragm
http://purl.obolibrary.org/obo/GO_0048041	focal adhesion assembly	http://purl.obolibrary.org/obo/GO_0005925	focal adhesion
http://purl.obolibrary.org/obo/GO_0001732	formation of cytoplasmic translation initiation complex	http://purl.obolibrary.org/obo/GO_0070992	translation initiation complex
http://purl.obolibrary.org/obo/GO_0001325	formation of extrachromosomal circular DNA	http://purl.obolibrary.org/obo/GO_0005727	extrachromosomal circular DNA
http://purl.obolibrary.org/obo/GO_0001677	formation of translation initiation ternary complex	http://purl.obolibrary.org/obo/GO_0044207	translation initiation ternary complex
http://purl.obolibrary.org/obo/GO_0001731	formation of translation preinitiation complex	http://purl.obolibrary.org/obo/GO_0070993	translation preinitiation complex
http://purl.obolibrary.org/obo/GO_0070649	formin-nucleated actin cable assembly	http://purl.obolibrary.org/obo/GO_0070648	formin-nucleated actin cable
http://purl.obolibrary.org/obo/GO_0071940	fungal-type cell wall assembly	http://purl.obolibrary.org/obo/GO_0009277	fungal-type cell wall
http://purl.obolibrary.org/obo/GO_1902481	gamma-tubulin complex assembly	http://purl.obolibrary.org/obo/GO_0000930	gamma-tubulin complex
http://purl.obolibrary.org/obo/GO_0016264	gap junction assembly	http://purl.obolibrary.org/obo/GO_0005921	gap junction
http://purl.obolibrary.org/obo/GO_0090391	granum assembly	http://purl.obolibrary.org/obo/GO_0009542	granum
http://purl.obolibrary.org/obo/GO_1902900	gut granule assembly	http://purl.obolibrary.org/obo/GO_0044840	gut granule
http://purl.obolibrary.org/obo/GO_0031581	hemidesmosome assembly	http://purl.obolibrary.org/obo/GO_0030056	hemidesmosome
http://purl.obolibrary.org/obo/GO_1902605	heterotrimeric G-protein complex assembly	http://purl.obolibrary.org/obo/GO_0005834	heterotrimeric G-protein complex
http://purl.obolibrary.org/obo/GO_0034380	high-density lipoprotein particle assembly	http://purl.obolibrary.org/obo/GO_0034364	high-density lipoprotein particle
http://purl.obolibrary.org/obo/GO_0036118	hyaluranon cable assembly	http://purl.obolibrary.org/obo/GO_0036117	hyaluranon cable
http://purl.obolibrary.org/obo/GO_0070841	inclusion body assembly	http://purl.obolibrary.org/obo/GO_0016234	inclusion body
http://purl.obolibrary.org/obo/GO_0036159	inner dynein arm assembly	http://purl.obolibrary.org/obo/GO_0036156	inner dynein arm
http://purl.obolibrary.org/obo/GO_0033622	integrin activation	http://purl.obolibrary.org/obo/GO_0008305	integrin complex
http://purl.obolibrary.org/obo/GO_0031024	interphase microtubule organizing center assembly	http://purl.obolibrary.org/obo/GO_0031021	interphase microtubule organizing center
http://purl.obolibrary.org/obo/GO_1905861	intranuclear rod assembly	http://purl.obolibrary.org/obo/GO_0061836	intranuclear rod
http://purl.obolibrary.org/obo/GO_0061471	karyomere assembly	http://purl.obolibrary.org/obo/GO_0061468	karyomere
http://purl.obolibrary.org/obo/GO_0051382	kinetochore assembly	http://purl.obolibrary.org/obo/GO_0000776	kinetochore
http://purl.obolibrary.org/obo/GO_0030032	lamellipodium assembly	http://purl.obolibrary.org/obo/GO_0030027	lamellipodium
http://purl.obolibrary.org/obo/GO_1903359	lateral cortical node assembly	http://purl.obolibrary.org/obo/GO_1990463	lateral cortical node
http://purl.obolibrary.org/obo/GO_0051878	lateral element assembly	http://purl.obolibrary.org/obo/GO_0000800	lateral element
http://purl.obolibrary.org/obo/GO_0030999	linear element assembly	http://purl.obolibrary.org/obo/GO_0030998	linear element
http://purl.obolibrary.org/obo/GO_0060988	lipid tube assembly	http://purl.obolibrary.org/obo/GO_0060987	lipid tube
http://purl.obolibrary.org/obo/GO_0110105	mRNA cleavage and polyadenylation specificity factor complex assembly	http://purl.obolibrary.org/obo/GO_0005847	mRNA cleavage and polyadenylation specificity factor complex
http://purl.obolibrary.org/obo/GO_0035039	male pronucleus assembly	http://purl.obolibrary.org/obo/GO_0001940	male pronucleus
http://purl.obolibrary.org/obo/GO_1905198	manchette assembly	http://purl.obolibrary.org/obo/GO_0002177	manchette
http://purl.obolibrary.org/obo/GO_0031382	mating projection formation	http://purl.obolibrary.org/obo/GO_0005937	mating projection
http://purl.obolibrary.org/obo/GO_0032130	medial membrane band assembly	http://purl.obolibrary.org/obo/GO_0032178	medial membrane band
http://purl.obolibrary.org/obo/GO_0036034	mediator complex assembly	http://purl.obolibrary.org/obo/GO_0016592	mediator complex
http://purl.obolibrary.org/obo/GO_1903232	melanosome assembly	http://purl.obolibrary.org/obo/GO_0042470	melanosome
http://purl.obolibrary.org/obo/GO_0071709	membrane assembly	http://purl.obolibrary.org/obo/GO_0016020	membrane
http://purl.obolibrary.org/obo/GO_0001765	membrane raft assembly	http://purl.obolibrary.org/obo/GO_0045121	membrane raft
http://purl.obolibrary.org/obo/GO_1990120	messenger ribonucleoprotein complex assembly	http://purl.obolibrary.org/obo/GO_1990124	messenger ribonucleoprotein complex
http://purl.obolibrary.org/obo/GO_0030035	microspike assembly	http://purl.obolibrary.org/obo/GO_0044393	microspike
http://purl.obolibrary.org/obo/GO_0046785	microtubule polymerization	http://purl.obolibrary.org/obo/GO_0005874	microtubule
http://purl.obolibrary.org/obo/GO_0030034	microvillar actin bundle assembly	http://purl.obolibrary.org/obo/GO_0097516	microvillar actin bundle
http://purl.obolibrary.org/obo/GO_0030033	microvillus assembly	http://purl.obolibrary.org/obo/GO_0005902	microvillus
http://purl.obolibrary.org/obo/GO_1902775	mitochondrial large ribosomal subunit assembly	http://purl.obolibrary.org/obo/GO_0005762	mitochondrial large ribosomal subunit
http://purl.obolibrary.org/obo/GO_0070096	mitochondrial outer membrane translocase complex assembly	http://purl.obolibrary.org/obo/GO_0005742	mitochondrial outer membrane translocase complex
http://purl.obolibrary.org/obo/GO_0097250	mitochondrial respirasome assembly	http://purl.obolibrary.org/obo/GO_0005746	mitochondrial respirasome
http://purl.obolibrary.org/obo/GO_0032981	mitochondrial respiratory chain complex I assembly	http://purl.obolibrary.org/obo/GO_0005747	mitochondrial respiratory chain complex I
http://purl.obolibrary.org/obo/GO_0061668	mitochondrial ribosome assembly	http://purl.obolibrary.org/obo/GO_0005761	mitochondrial ribosome
http://purl.obolibrary.org/obo/GO_1905660	mitotic checkpoint complex assembly	http://purl.obolibrary.org/obo/GO_0033597	mitotic checkpoint complex
http://purl.obolibrary.org/obo/GO_0044458	motile cilium assembly	http://purl.obolibrary.org/obo/GO_0031514	motile cilium
http://purl.obolibrary.org/obo/GO_0036258	multivesicular body assembly	http://purl.obolibrary.org/obo/GO_0005771	multivesicular body
http://purl.obolibrary.org/obo/GO_0032288	myelin assembly	http://purl.obolibrary.org/obo/GO_0043209	myelin sheath
http://purl.obolibrary.org/obo/GO_0030239	myofibril assembly	http://purl.obolibrary.org/obo/GO_0030016	myofibril
http://purl.obolibrary.org/obo/GO_0031036	myosin II filament assembly	http://purl.obolibrary.org/obo/GO_0097513	myosin II filament
http://purl.obolibrary.org/obo/GO_0031034	myosin filament assembly	http://purl.obolibrary.org/obo/GO_0032982	myosin filament
http://purl.obolibrary.org/obo/GO_0036059	nephrocyte diaphragm assembly	http://purl.obolibrary.org/obo/GO_0005917	nephrocyte diaphragm
http://purl.obolibrary.org/obo/GO_1902988	neurofibrillary tangle assembly	http://purl.obolibrary.org/obo/GO_0097418	neurofibrillary tangle
http://purl.obolibrary.org/obo/GO_0038099	nodal receptor complex assembly	http://purl.obolibrary.org/obo/GO_0038104	nodal receptor complex
http://purl.obolibrary.org/obo/GO_0140694	non-membrane-bounded organelle assembly	http://purl.obolibrary.org/obo/GO_0043228	non-membrane-bounded organelle
http://purl.obolibrary.org/obo/GO_1905515	non-motile cilium assembly	http://purl.obolibrary.org/obo/GO_0097730	non-motile cilium
http://purl.obolibrary.org/obo/GO_1904258	nuclear dicing body assembly	http://purl.obolibrary.org/obo/GO_0010445	nuclear dicing body
http://purl.obolibrary.org/obo/GO_0051292	nuclear pore complex assembly	http://purl.obolibrary.org/obo/GO_0005643	nuclear pore
http://purl.obolibrary.org/obo/GO_0006334	nucleosome assembly	http://purl.obolibrary.org/obo/GO_0000786	nucleosome
http://purl.obolibrary.org/obo/GO_0006294	nucleotide-excision repair, preincision complex assembly	http://purl.obolibrary.org/obo/GO_0097520	nucleotide-excision repair, preincision complex
http://purl.obolibrary.org/obo/GO_0070925	organelle assembly	http://purl.obolibrary.org/obo/GO_0043226	organelle
http://purl.obolibrary.org/obo/GO_1902561	origin recognition complex assembly	http://purl.obolibrary.org/obo/GO_0000808	origin recognition complex
http://purl.obolibrary.org/obo/GO_0036158	outer dynein arm assembly	http://purl.obolibrary.org/obo/GO_0036157	outer dynein arm
http://purl.obolibrary.org/obo/GO_0120268	paraflagellar rod assembly	http://purl.obolibrary.org/obo/GO_0097740	paraflagellar rod
http://purl.obolibrary.org/obo/GO_0030046	parallel actin filament bundle assembly	http://purl.obolibrary.org/obo/GO_0097518	parallel actin filament bundle
http://purl.obolibrary.org/obo/GO_0030913	paranodal junction assembly	http://purl.obolibrary.org/obo/GO_0033010	paranodal junction
http://purl.obolibrary.org/obo/GO_0001845	phagolysosome assembly	http://purl.obolibrary.org/obo/GO_0032010	phagolysosome
http://purl.obolibrary.org/obo/GO_0048564	photosystem I assembly	http://purl.obolibrary.org/obo/GO_0009522	photosystem I
http://purl.obolibrary.org/obo/GO_0010207	photosystem II assembly	http://purl.obolibrary.org/obo/GO_0009523	photosystem II
http://purl.obolibrary.org/obo/GO_0010270	photosystem II oxygen evolving complex assembly	http://purl.obolibrary.org/obo/GO_0009654	photosystem II oxygen evolving complex
http://purl.obolibrary.org/obo/GO_0000914	phragmoplast assembly	http://purl.obolibrary.org/obo/GO_0009524	phragmoplast
http://purl.obolibrary.org/obo/GO_0009297	pilus assembly	http://purl.obolibrary.org/obo/GO_0009289	pilus
http://purl.obolibrary.org/obo/GO_0071668	plant-type cell wall assembly	http://purl.obolibrary.org/obo/GO_0009505	plant-type cell wall
http://purl.obolibrary.org/obo/GO_0034377	plasma lipoprotein particle assembly	http://purl.obolibrary.org/obo/GO_0034358	plasma lipoprotein particle
http://purl.obolibrary.org/obo/GO_0120031	plasma membrane bounded cell projection assembly	http://purl.obolibrary.org/obo/GO_0120025	plasma membrane bounded cell projection
http://purl.obolibrary.org/obo/GO_0033616	plasma membrane proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0045260	plasma membrane proton-transporting ATP synthase complex
http://purl.obolibrary.org/obo/GO_0044854	plasma membrane raft assembly	http://purl.obolibrary.org/obo/GO_0044853	plasma membrane raft
http://purl.obolibrary.org/obo/GO_0033618	plasma membrane respiratory chain complex IV assembly	http://purl.obolibrary.org/obo/GO_0045278	plasma membrane respiratory chain complex IV
http://purl.obolibrary.org/obo/GO_0071800	podosome assembly	http://purl.obolibrary.org/obo/GO_0002102	podosome
http://purl.obolibrary.org/obo/GO_0007315	pole plasm assembly	http://purl.obolibrary.org/obo/GO_0045495	pole plasm
http://purl.obolibrary.org/obo/GO_0062075	pollen aperture formation	http://purl.obolibrary.org/obo/GO_0062074	pollen aperture
