defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/GO_0050871	positive regulation of B cell activation	http://purl.obolibrary.org/obo/GO_0042113	B cell activation
http://purl.obolibrary.org/obo/GO_0002672	positive regulation of B cell anergy	http://purl.obolibrary.org/obo/GO_0002515	B cell anergy
http://purl.obolibrary.org/obo/GO_0002624	positive regulation of B cell antigen processing and presentation	http://purl.obolibrary.org/obo/GO_0002450	B cell antigen processing and presentation
http://purl.obolibrary.org/obo/GO_0002904	positive regulation of B cell apoptotic process	http://purl.obolibrary.org/obo/GO_0001783	B cell apoptotic process
http://purl.obolibrary.org/obo/GO_2000538	positive regulation of B cell chemotaxis	http://purl.obolibrary.org/obo/GO_0035754	B cell chemotaxis
http://purl.obolibrary.org/obo/GO_0002723	positive regulation of B cell cytokine production	http://purl.obolibrary.org/obo/GO_0002368	B cell cytokine production
http://purl.obolibrary.org/obo/GO_0002869	positive regulation of B cell deletion	http://purl.obolibrary.org/obo/GO_0002516	B cell deletion
http://purl.obolibrary.org/obo/GO_0045579	positive regulation of B cell differentiation	http://purl.obolibrary.org/obo/GO_0030183	B cell differentiation
http://purl.obolibrary.org/obo/GO_0002714	positive regulation of B cell mediated immunity	http://purl.obolibrary.org/obo/GO_0019724	B cell mediated immunity
http://purl.obolibrary.org/obo/GO_0030890	positive regulation of B cell proliferation	http://purl.obolibrary.org/obo/GO_0042100	B cell proliferation
http://purl.obolibrary.org/obo/GO_0050861	positive regulation of B cell receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0050853	B cell receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0002663	positive regulation of B cell tolerance induction	http://purl.obolibrary.org/obo/GO_0002514	B cell tolerance induction
http://purl.obolibrary.org/obo/GO_0001926	positive regulation of B-1 B cell differentiation	http://purl.obolibrary.org/obo/GO_0001923	B-1 B cell differentiation
http://purl.obolibrary.org/obo/GO_1900144	positive regulation of BMP secretion	http://purl.obolibrary.org/obo/GO_0038055	BMP secretion
http://purl.obolibrary.org/obo/GO_0030513	positive regulation of BMP signaling pathway	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/GO_1902814	positive regulation of BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry	http://purl.obolibrary.org/obo/GO_0003155	BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry
http://purl.obolibrary.org/obo/GO_2001265	positive regulation of C-C chemokine binding	http://purl.obolibrary.org/obo/GO_0019957	C-C chemokine binding
http://purl.obolibrary.org/obo/GO_1903082	positive regulation of C-C chemokine receptor CCR7 signaling pathway	http://purl.obolibrary.org/obo/GO_0038118	C-C chemokine receptor CCR7 signaling pathway
http://purl.obolibrary.org/obo/GO_1905291	positive regulation of CAMKK-AMPK signaling cascade	http://purl.obolibrary.org/obo/GO_0061762	CAMKK-AMPK signaling cascade
http://purl.obolibrary.org/obo/GO_2000560	positive regulation of CD24 production	http://purl.obolibrary.org/obo/GO_0035724	CD24 biosynthetic process
http://purl.obolibrary.org/obo/GO_0045224	positive regulation of CD4 production	http://purl.obolibrary.org/obo/GO_0045222	CD4 biosynthetic process
http://purl.obolibrary.org/obo/GO_0032831	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	http://purl.obolibrary.org/obo/GO_0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
http://purl.obolibrary.org/obo/GO_0032834	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	http://purl.obolibrary.org/obo/GO_0002298	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response
http://purl.obolibrary.org/obo/GO_2000516	positive regulation of CD4-positive, alpha-beta T cell activation	http://purl.obolibrary.org/obo/GO_0035710	CD4-positive, alpha-beta T cell activation
http://purl.obolibrary.org/obo/GO_1900281	positive regulation of CD4-positive, alpha-beta T cell costimulation	http://purl.obolibrary.org/obo/GO_0035783	CD4-positive, alpha-beta T cell costimulation
http://purl.obolibrary.org/obo/GO_0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	http://purl.obolibrary.org/obo/GO_0043367	CD4-positive, alpha-beta T cell differentiation
http://purl.obolibrary.org/obo/GO_2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation	http://purl.obolibrary.org/obo/GO_0035739	CD4-positive, alpha-beta T cell proliferation
http://purl.obolibrary.org/obo/GO_2000350	positive regulation of CD40 signaling pathway	http://purl.obolibrary.org/obo/GO_0023035	CD40 signaling pathway
http://purl.obolibrary.org/obo/GO_2001187	positive regulation of CD8-positive, alpha-beta T cell activation	http://purl.obolibrary.org/obo/GO_0036037	CD8-positive, alpha-beta T cell activation
http://purl.obolibrary.org/obo/GO_0043378	positive regulation of CD8-positive, alpha-beta T cell differentiation	http://purl.obolibrary.org/obo/GO_0043374	CD8-positive, alpha-beta T cell differentiation
http://purl.obolibrary.org/obo/GO_2000451	positive regulation of CD8-positive, alpha-beta T cell extravasation	http://purl.obolibrary.org/obo/GO_0035697	CD8-positive, alpha-beta T cell extravasation
http://purl.obolibrary.org/obo/GO_2000566	positive regulation of CD8-positive, alpha-beta T cell proliferation	http://purl.obolibrary.org/obo/GO_0035740	CD8-positive, alpha-beta T cell proliferation
http://purl.obolibrary.org/obo/GO_2000454	positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	http://purl.obolibrary.org/obo/GO_0035698	CD8-positive, alpha-beta cytotoxic T cell extravasation
http://purl.obolibrary.org/obo/GO_0150145	positive regulation of CD80 production	http://purl.obolibrary.org/obo/GO_0035780	CD80 biosynthetic process
http://purl.obolibrary.org/obo/GO_0150142	positive regulation of CD86 production	http://purl.obolibrary.org/obo/GO_0035781	CD86 biosynthetic process
http://purl.obolibrary.org/obo/GO_1904219	positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	http://purl.obolibrary.org/obo/GO_0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity
http://purl.obolibrary.org/obo/GO_1905920	positive regulation of CoA-transferase activity	http://purl.obolibrary.org/obo/GO_0008410	CoA-transferase activity
http://purl.obolibrary.org/obo/GO_1900759	positive regulation of D-amino-acid oxidase activity	http://purl.obolibrary.org/obo/GO_0003884	D-amino-acid oxidase activity
http://purl.obolibrary.org/obo/GO_0140217	positive regulation of D-aspartate import across plasma membrane	http://purl.obolibrary.org/obo/GO_0070779	D-aspartate import across plasma membrane
http://purl.obolibrary.org/obo/GO_1900023	positive regulation of D-erythro-sphingosine kinase activity	http://purl.obolibrary.org/obo/GO_0017050	D-erythro-sphingosine kinase activity
http://purl.obolibrary.org/obo/GO_1902546	positive regulation of DNA N-glycosylase activity	http://purl.obolibrary.org/obo/GO_0019104	DNA N-glycosylase activity
http://purl.obolibrary.org/obo/GO_1904525	positive regulation of DNA amplification	http://purl.obolibrary.org/obo/GO_0006277	DNA amplification
http://purl.obolibrary.org/obo/GO_0043388	positive regulation of DNA binding	http://purl.obolibrary.org/obo/GO_0003677	DNA binding
http://purl.obolibrary.org/obo/GO_2000573	positive regulation of DNA biosynthetic process	http://purl.obolibrary.org/obo/GO_0071897	DNA biosynthetic process
http://purl.obolibrary.org/obo/GO_1903626	positive regulation of DNA catabolic process	http://purl.obolibrary.org/obo/GO_0006308	DNA catabolic process
http://purl.obolibrary.org/obo/GO_2000003	positive regulation of DNA damage checkpoint	http://purl.obolibrary.org/obo/GO_0000077	DNA damage checkpoint signaling
http://purl.obolibrary.org/obo/GO_0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	http://purl.obolibrary.org/obo/GO_0030330	DNA damage response, signal transduction by p53 class mediator
http://purl.obolibrary.org/obo/GO_1902164	positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	http://purl.obolibrary.org/obo/GO_0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
http://purl.obolibrary.org/obo/GO_1901537	positive regulation of DNA demethylation	http://purl.obolibrary.org/obo/GO_0080111	DNA demethylation
http://purl.obolibrary.org/obo/GO_1905464	positive regulation of DNA duplex unwinding	http://purl.obolibrary.org/obo/GO_0032508	DNA duplex unwinding
http://purl.obolibrary.org/obo/GO_0032877	positive regulation of DNA endoreduplication	http://purl.obolibrary.org/obo/GO_0042023	DNA endoreduplication
http://purl.obolibrary.org/obo/GO_1905776	positive regulation of DNA helicase activity	http://purl.obolibrary.org/obo/GO_0003678	DNA helicase activity
http://purl.obolibrary.org/obo/GO_1904877	positive regulation of DNA ligase activity	http://purl.obolibrary.org/obo/GO_0003909	DNA ligase activity
http://purl.obolibrary.org/obo/GO_0051106	positive regulation of DNA ligation	http://purl.obolibrary.org/obo/GO_0006266	DNA ligation
http://purl.obolibrary.org/obo/GO_0051054	positive regulation of DNA metabolic process	http://purl.obolibrary.org/obo/GO_0006259	DNA metabolic process
http://purl.obolibrary.org/obo/GO_1905643	positive regulation of DNA methylation	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation
http://purl.obolibrary.org/obo/GO_0090309	positive regulation of DNA methylation-dependent heterochromatin formation	http://purl.obolibrary.org/obo/GO_0006346	DNA methylation-dependent heterochromatin formation
http://purl.obolibrary.org/obo/GO_1904941	positive regulation of DNA nucleotidylexotransferase activity	http://purl.obolibrary.org/obo/GO_0003912	DNA nucleotidylexotransferase activity
http://purl.obolibrary.org/obo/GO_1903934	positive regulation of DNA primase activity	http://purl.obolibrary.org/obo/GO_0003896	DNA primase activity
http://purl.obolibrary.org/obo/GO_0045911	positive regulation of DNA recombination	http://purl.obolibrary.org/obo/GO_0006310	DNA recombination
http://purl.obolibrary.org/obo/GO_0045739	positive regulation of DNA repair	http://purl.obolibrary.org/obo/GO_0006281	DNA repair
http://purl.obolibrary.org/obo/GO_0045740	positive regulation of DNA replication	http://purl.obolibrary.org/obo/GO_0006260	DNA replication
http://purl.obolibrary.org/obo/GO_1903468	positive regulation of DNA replication initiation	http://purl.obolibrary.org/obo/GO_1902975	mitotic DNA replication initiation
http://purl.obolibrary.org/obo/GO_1902597	positive regulation of DNA replication origin binding	http://purl.obolibrary.org/obo/GO_0003688	DNA replication origin binding
http://purl.obolibrary.org/obo/GO_0060383	positive regulation of DNA strand elongation	http://purl.obolibrary.org/obo/GO_0022616	DNA strand elongation
http://purl.obolibrary.org/obo/GO_0106253	positive regulation of DNA strand resection involved in replication fork processing	http://purl.obolibrary.org/obo/GO_0110025	DNA strand resection involved in replication fork processing
http://purl.obolibrary.org/obo/GO_2000373	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	http://purl.obolibrary.org/obo/GO_0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
http://purl.obolibrary.org/obo/GO_1901972	positive regulation of DNA-5-methylcytosine glycosylase activity	http://purl.obolibrary.org/obo/GO_1990053	DNA-5-methylcytosine glycosylase activity
http://purl.obolibrary.org/obo/GO_0051091	positive regulation of DNA-binding transcription factor activity	http://purl.obolibrary.org/obo/GO_0003700	DNA-binding transcription factor activity
http://purl.obolibrary.org/obo/GO_1900264	positive regulation of DNA-directed DNA polymerase activity	http://purl.obolibrary.org/obo/GO_0003887	DNA-directed DNA polymerase activity
http://purl.obolibrary.org/obo/GO_2000105	positive regulation of DNA-templated DNA replication	http://purl.obolibrary.org/obo/GO_0006261	DNA-templated DNA replication
http://purl.obolibrary.org/obo/GO_0032298	positive regulation of DNA-templated DNA replication initiation	http://purl.obolibrary.org/obo/GO_0006270	DNA replication initiation
http://purl.obolibrary.org/obo/GO_0045893	positive regulation of DNA-templated transcription	http://purl.obolibrary.org/obo/GO_0006351	DNA-templated transcription
http://purl.obolibrary.org/obo/GO_2000144	positive regulation of DNA-templated transcription initiation	http://purl.obolibrary.org/obo/GO_0006352	DNA-templated transcription initiation
http://purl.obolibrary.org/obo/GO_0032786	positive regulation of DNA-templated transcription, elongation	http://purl.obolibrary.org/obo/GO_0006354	DNA-templated transcription elongation
http://purl.obolibrary.org/obo/GO_1902953	positive regulation of ER to Golgi vesicle-mediated transport	http://purl.obolibrary.org/obo/GO_0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
http://purl.obolibrary.org/obo/GO_1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	http://purl.obolibrary.org/obo/GO_0030433	ubiquitin-dependent ERAD pathway
http://purl.obolibrary.org/obo/GO_1904294	positive regulation of ERAD pathway	http://purl.obolibrary.org/obo/GO_0036503	ERAD pathway
http://purl.obolibrary.org/obo/GO_1901186	positive regulation of ERBB signaling pathway	http://purl.obolibrary.org/obo/GO_0038127	ERBB signaling pathway
http://purl.obolibrary.org/obo/GO_1905580	positive regulation of ERBB3 signaling pathway	http://purl.obolibrary.org/obo/GO_0038129	ERBB3 signaling pathway
http://purl.obolibrary.org/obo/GO_0070374	positive regulation of ERK1 and ERK2 cascade	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/GO_0070378	positive regulation of ERK5 cascade	http://purl.obolibrary.org/obo/GO_0070375	ERK5 cascade
http://purl.obolibrary.org/obo/GO_1900672	positive regulation of F-9775A biosynthetic process	http://purl.obolibrary.org/obo/GO_1900611	F-9775A biosynthetic process
http://purl.obolibrary.org/obo/GO_1900677	positive regulation of F-9775B biosynthetic process	http://purl.obolibrary.org/obo/GO_1900614	F-9775B biosynthetic process
http://purl.obolibrary.org/obo/GO_1905646	positive regulation of FACT complex assembly	http://purl.obolibrary.org/obo/GO_1905635	FACT complex assembly
http://purl.obolibrary.org/obo/GO_1902046	positive regulation of Fas signaling pathway	http://purl.obolibrary.org/obo/GO_0036337	Fas signaling pathway
http://purl.obolibrary.org/obo/GO_0045220	positive regulation of FasL production	http://purl.obolibrary.org/obo/GO_0045210	FasL biosynthetic process
http://purl.obolibrary.org/obo/GO_0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway	http://purl.obolibrary.org/obo/GO_0002431	Fc receptor mediated stimulatory signaling pathway
http://purl.obolibrary.org/obo/GO_1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	http://purl.obolibrary.org/obo/GO_0038096	Fc-gamma receptor signaling pathway involved in phagocytosis
http://purl.obolibrary.org/obo/GO_0140711	positive regulation of Frizzled Nuclear Import pathway	http://purl.obolibrary.org/obo/GO_0140709	Frizzled Nuclear Import pathway
http://purl.obolibrary.org/obo/GO_2000246	positive regulation of FtsZ-dependent cytokinesis	http://purl.obolibrary.org/obo/GO_0043093	FtsZ-dependent cytokinesis
http://purl.obolibrary.org/obo/GO_1904022	positive regulation of G protein-coupled receptor internalization	http://purl.obolibrary.org/obo/GO_0002031	G protein-coupled receptor internalization
http://purl.obolibrary.org/obo/GO_0045745	positive regulation of G protein-coupled receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007186	G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/GO_1900129	positive regulation of G-protein activated inward rectifier potassium channel activity	http://purl.obolibrary.org/obo/GO_0015467	G-protein activated inward rectifier potassium channel activity
http://purl.obolibrary.org/obo/GO_1905495	positive regulation of G-quadruplex DNA binding	http://purl.obolibrary.org/obo/GO_0051880	G-quadruplex DNA binding
http://purl.obolibrary.org/obo/GO_1905467	positive regulation of G-quadruplex DNA unwinding	http://purl.obolibrary.org/obo/GO_0044806	G-quadruplex DNA unwinding
http://purl.obolibrary.org/obo/GO_0070318	positive regulation of G0 to G1 transition	http://purl.obolibrary.org/obo/GO_0045023	G0 to G1 transition
http://purl.obolibrary.org/obo/GO_1903452	positive regulation of G1 to G0 transition	http://purl.obolibrary.org/obo/GO_0070314	G1 to G0 transition
http://purl.obolibrary.org/obo/GO_1900087	positive regulation of G1/S transition of mitotic cell cycle	http://purl.obolibrary.org/obo/GO_0000082	G1/S transition of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0010971	positive regulation of G2/M transition of mitotic cell cycle	http://purl.obolibrary.org/obo/GO_0000086	G2/M transition of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0110032	positive regulation of G2/MI transition of meiotic cell cycle	http://purl.obolibrary.org/obo/GO_0008315	G2/MI transition of meiotic cell cycle
http://purl.obolibrary.org/obo/GO_0106041	positive regulation of GABA-A receptor activity	http://purl.obolibrary.org/obo/GO_0004890	GABA-A receptor activity
http://purl.obolibrary.org/obo/GO_1904426	positive regulation of GTP binding	http://purl.obolibrary.org/obo/GO_0005525	GTP binding
http://purl.obolibrary.org/obo/GO_0043104	positive regulation of GTP cyclohydrolase I activity	http://purl.obolibrary.org/obo/GO_0003934	GTP cyclohydrolase I activity
http://purl.obolibrary.org/obo/GO_0043547	positive regulation of GTPase activity	http://purl.obolibrary.org/obo/GO_0003924	GTPase activity
http://purl.obolibrary.org/obo/GO_1905528	positive regulation of Golgi lumen acidification	http://purl.obolibrary.org/obo/GO_0061795	Golgi lumen acidification
http://purl.obolibrary.org/obo/GO_0043003	positive regulation of Golgi to plasma membrane CFTR protein transport	http://purl.obolibrary.org/obo/GO_0043000	Golgi to plasma membrane CFTR protein transport
http://purl.obolibrary.org/obo/GO_0042998	positive regulation of Golgi to plasma membrane protein transport	http://purl.obolibrary.org/obo/GO_0043001	Golgi to plasma membrane protein transport
http://purl.obolibrary.org/obo/GO_0048215	positive regulation of Golgi vesicle fusion to target membrane	http://purl.obolibrary.org/obo/GO_0048210	Golgi vesicle fusion to target membrane
http://purl.obolibrary.org/obo/GO_0070810	positive regulation of Hulle cell development	http://purl.obolibrary.org/obo/GO_0070792	Hulle cell development
http://purl.obolibrary.org/obo/GO_0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	http://purl.obolibrary.org/obo/GO_0007249	I-kappaB kinase/NF-kappaB signaling
http://purl.obolibrary.org/obo/GO_1903721	positive regulation of I-kappaB phosphorylation	http://purl.obolibrary.org/obo/GO_0007252	I-kappaB phosphorylation
http://purl.obolibrary.org/obo/GO_0071660	positive regulation of IP-10 production	http://purl.obolibrary.org/obo/GO_0071612	IP-10 production
http://purl.obolibrary.org/obo/GO_1903896	positive regulation of IRE1-mediated unfolded protein response	http://purl.obolibrary.org/obo/GO_0036498	IRE1-mediated unfolded protein response
http://purl.obolibrary.org/obo/GO_0046330	positive regulation of JNK cascade	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade
http://purl.obolibrary.org/obo/GO_0043507	positive regulation of JUN kinase activity	http://purl.obolibrary.org/obo/GO_0004705	JUN kinase activity
http://purl.obolibrary.org/obo/GO_1900236	positive regulation of Kit signaling pathway	http://purl.obolibrary.org/obo/GO_0038109	Kit signaling pathway
http://purl.obolibrary.org/obo/GO_1905589	positive regulation of L-arginine import across plasma membrane	http://purl.obolibrary.org/obo/GO_0097638	L-arginine import across plasma membrane
http://purl.obolibrary.org/obo/GO_1903197	positive regulation of L-dopa biosynthetic process	http://purl.obolibrary.org/obo/GO_1903185	L-dopa biosynthetic process
http://purl.obolibrary.org/obo/GO_1903200	positive regulation of L-dopa decarboxylase activity	http://purl.obolibrary.org/obo/GO_0036468	L-dopa decarboxylase activity
http://purl.obolibrary.org/obo/GO_0002038	positive regulation of L-glutamate import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098712	L-glutamate import across plasma membrane
http://purl.obolibrary.org/obo/GO_0062134	positive regulation of L-glutamine biosynthetic process	http://purl.obolibrary.org/obo/GO_1901704	L-glutamine biosynthetic process
http://purl.obolibrary.org/obo/GO_1901036	positive regulation of L-glutamine import across plasma membrane	http://purl.obolibrary.org/obo/GO_1903803	L-glutamine import across plasma membrane
http://purl.obolibrary.org/obo/GO_1905010	positive regulation of L-lysine import across plasma membrane	http://purl.obolibrary.org/obo/GO_0097639	L-lysine import across plasma membrane
http://purl.obolibrary.org/obo/GO_1905626	positive regulation of L-methionine import across plasma membrane	http://purl.obolibrary.org/obo/GO_1905544	L-methionine import across plasma membrane
http://purl.obolibrary.org/obo/GO_1905737	positive regulation of L-proline import across plasma membrane	http://purl.obolibrary.org/obo/GO_1904271	L-proline import across plasma membrane
http://purl.obolibrary.org/obo/GO_1900928	positive regulation of L-threonine import across plasma membrane	http://purl.obolibrary.org/obo/GO_1903807	L-threonine import across plasma membrane
http://purl.obolibrary.org/obo/GO_1900931	positive regulation of L-tyrosine import across plasma membrane	http://purl.obolibrary.org/obo/GO_1903808	L-tyrosine import across plasma membrane
http://purl.obolibrary.org/obo/GO_0140124	positive regulation of Lewy body formation	http://purl.obolibrary.org/obo/GO_0140121	Lewy body formation
http://purl.obolibrary.org/obo/GO_1903007	positive regulation of Lys63-specific deubiquitinase activity	http://purl.obolibrary.org/obo/GO_0061578	Lys63-specific deubiquitinase activity
http://purl.obolibrary.org/obo/GO_0043406	positive regulation of MAP kinase activity	http://purl.obolibrary.org/obo/GO_0004707	MAP kinase activity
http://purl.obolibrary.org/obo/GO_0043410	positive regulation of MAPK cascade	http://purl.obolibrary.org/obo/GO_0000165	MAPK cascade
http://purl.obolibrary.org/obo/GO_1900245	positive regulation of MDA-5 signaling pathway	http://purl.obolibrary.org/obo/GO_0039530	MDA-5 signaling pathway
http://purl.obolibrary.org/obo/GO_0045345	positive regulation of MHC class I biosynthetic process	http://purl.obolibrary.org/obo/GO_0045341	MHC class I biosynthetic process
http://purl.obolibrary.org/obo/GO_0045348	positive regulation of MHC class II biosynthetic process	http://purl.obolibrary.org/obo/GO_0045342	MHC class II biosynthetic process
http://purl.obolibrary.org/obo/GO_0034126	positive regulation of MyD88-dependent toll-like receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0002755	MyD88-dependent toll-like receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0034129	positive regulation of MyD88-independent toll-like receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0002756	MyD88-independent toll-like receptor signaling pathway
http://purl.obolibrary.org/obo/GO_1900697	positive regulation of N',N'',N'''-triacetylfusarinine C biosynthetic process	http://purl.obolibrary.org/obo/GO_1900551	N',N'',N'''-triacetylfusarinine C biosynthetic process
http://purl.obolibrary.org/obo/GO_2000761	positive regulation of N-terminal peptidyl-lysine acetylation	http://purl.obolibrary.org/obo/GO_0018076	N-terminal peptidyl-lysine acetylation
