defined_class	defined_class_label	target	target_label
http://purl.obolibrary.org/obo/GO_1902577	protein localization to medial cortical node	http://purl.obolibrary.org/obo/GO_0071341	medial cortical node
http://purl.obolibrary.org/obo/GO_1905359	protein localization to meiotic spindle	http://purl.obolibrary.org/obo/GO_0072687	meiotic spindle
http://purl.obolibrary.org/obo/GO_1903096	protein localization to meiotic spindle midzone	http://purl.obolibrary.org/obo/GO_1990385	meiotic spindle midzone
http://purl.obolibrary.org/obo/GO_1902441	protein localization to meiotic spindle pole body	http://purl.obolibrary.org/obo/GO_0035974	meiotic spindle pole body
http://purl.obolibrary.org/obo/GO_0072657	protein localization to membrane	http://purl.obolibrary.org/obo/GO_0016020	membrane
http://purl.obolibrary.org/obo/GO_1903044	protein localization to membrane raft	http://purl.obolibrary.org/obo/GO_0045121	membrane raft
http://purl.obolibrary.org/obo/GO_0035372	protein localization to microtubule	http://purl.obolibrary.org/obo/GO_0005874	microtubule
http://purl.obolibrary.org/obo/GO_0072698	protein localization to microtubule cytoskeleton	http://purl.obolibrary.org/obo/GO_0015630	microtubule cytoskeleton
http://purl.obolibrary.org/obo/GO_1905725	protein localization to microtubule end	http://purl.obolibrary.org/obo/GO_1990752	microtubule end
http://purl.obolibrary.org/obo/GO_1904519	protein localization to microtubule minus-end	http://purl.obolibrary.org/obo/GO_0036449	microtubule minus-end
http://purl.obolibrary.org/obo/GO_1905508	protein localization to microtubule organizing center	http://purl.obolibrary.org/obo/GO_0005815	microtubule organizing center
http://purl.obolibrary.org/obo/GO_1904825	protein localization to microtubule plus-end	http://purl.obolibrary.org/obo/GO_0035371	microtubule plus-end
http://purl.obolibrary.org/obo/GO_1904106	protein localization to microvillus	http://purl.obolibrary.org/obo/GO_0005902	microvillus
http://purl.obolibrary.org/obo/GO_1904107	protein localization to microvillus membrane	http://purl.obolibrary.org/obo/GO_0031528	microvillus membrane
http://purl.obolibrary.org/obo/GO_0070585	protein localization to mitochondrion	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/GO_1902480	protein localization to mitotic spindle	http://purl.obolibrary.org/obo/GO_0072686	mitotic spindle
http://purl.obolibrary.org/obo/GO_1902967	protein localization to mitotic spindle midzone	http://purl.obolibrary.org/obo/GO_1990023	mitotic spindle midzone
http://purl.obolibrary.org/obo/GO_1902440	protein localization to mitotic spindle pole body	http://purl.obolibrary.org/obo/GO_0044732	mitotic spindle pole body
http://purl.obolibrary.org/obo/GO_0120229	protein localization to motile cilium	http://purl.obolibrary.org/obo/GO_0031514	motile cilium
http://purl.obolibrary.org/obo/GO_0035750	protein localization to myelin sheath abaxonal region	http://purl.obolibrary.org/obo/GO_0035748	myelin sheath abaxonal region
http://purl.obolibrary.org/obo/GO_1904758	protein localization to new growing cell tip	http://purl.obolibrary.org/obo/GO_0035841	new growing cell tip
http://purl.obolibrary.org/obo/GO_1902487	protein localization to non-growing cell tip	http://purl.obolibrary.org/obo/GO_0035839	non-growing cell tip
http://purl.obolibrary.org/obo/GO_0097499	protein localization to non-motile cilium	http://purl.obolibrary.org/obo/GO_0097730	non-motile cilium
http://purl.obolibrary.org/obo/GO_1903405	protein localization to nuclear body	http://purl.obolibrary.org/obo/GO_0016604	nuclear body
http://purl.obolibrary.org/obo/GO_0090435	protein localization to nuclear envelope	http://purl.obolibrary.org/obo/GO_0005635	nuclear envelope
http://purl.obolibrary.org/obo/GO_0036228	protein localization to nuclear inner membrane	http://purl.obolibrary.org/obo/GO_0005637	nuclear inner membrane
http://purl.obolibrary.org/obo/GO_1990139	protein localization to nuclear periphery	http://purl.obolibrary.org/obo/GO_0034399	nuclear periphery
http://purl.obolibrary.org/obo/GO_0090204	protein localization to nuclear pore	http://purl.obolibrary.org/obo/GO_0005643	nuclear pore
http://purl.obolibrary.org/obo/GO_1902570	protein localization to nucleolus	http://purl.obolibrary.org/obo/GO_0005730	nucleolus
http://purl.obolibrary.org/obo/GO_1990173	protein localization to nucleoplasm	http://purl.obolibrary.org/obo/GO_0005654	nucleoplasm
http://purl.obolibrary.org/obo/GO_0034504	protein localization to nucleus	http://purl.obolibrary.org/obo/GO_0005634	nucleus
http://purl.obolibrary.org/obo/GO_1903858	protein localization to old growing cell tip	http://purl.obolibrary.org/obo/GO_0035840	old growing cell tip
http://purl.obolibrary.org/obo/GO_0033365	protein localization to organelle	http://purl.obolibrary.org/obo/GO_0043226	organelle
http://purl.obolibrary.org/obo/GO_0089705	protein localization to outer membrane	http://purl.obolibrary.org/obo/GO_0009279	cell outer membrane
http://purl.obolibrary.org/obo/GO_0002175	protein localization to paranode region of axon	http://purl.obolibrary.org/obo/GO_0033270	paranode region of axon
http://purl.obolibrary.org/obo/GO_1902682	protein localization to pericentric heterochromatin	http://purl.obolibrary.org/obo/GO_0005721	pericentric heterochromatin
http://purl.obolibrary.org/obo/GO_1905793	protein localization to pericentriolar material	http://purl.obolibrary.org/obo/GO_0000242	pericentriolar material
http://purl.obolibrary.org/obo/GO_1905719	protein localization to perinuclear region of cytoplasm	http://purl.obolibrary.org/obo/GO_0048471	perinuclear region of cytoplasm
http://purl.obolibrary.org/obo/GO_0072662	protein localization to peroxisome	http://purl.obolibrary.org/obo/GO_0005777	peroxisome
http://purl.obolibrary.org/obo/GO_1905161	protein localization to phagocytic vesicle	http://purl.obolibrary.org/obo/GO_0045335	phagocytic vesicle
http://purl.obolibrary.org/obo/GO_0034497	protein localization to phagophore assembly site	http://purl.obolibrary.org/obo/GO_0000407	phagophore assembly site
http://purl.obolibrary.org/obo/GO_1903621	protein localization to photoreceptor connecting cilium	http://purl.obolibrary.org/obo/GO_0032391	photoreceptor connecting cilium
http://purl.obolibrary.org/obo/GO_1903546	protein localization to photoreceptor outer segment	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/GO_1903418	protein localization to plasma membrane of cell tip	http://purl.obolibrary.org/obo/GO_0031520	plasma membrane of cell tip
http://purl.obolibrary.org/obo/GO_0044860	protein localization to plasma membrane raft	http://purl.obolibrary.org/obo/GO_0044853	plasma membrane raft
http://purl.obolibrary.org/obo/GO_0160086	protein localization to polar microtubule	http://purl.obolibrary.org/obo/GO_0005827	polar microtubule
http://purl.obolibrary.org/obo/GO_0062237	protein localization to postsynapse	http://purl.obolibrary.org/obo/GO_0098794	postsynapse
http://purl.obolibrary.org/obo/GO_1903539	protein localization to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0045211	postsynaptic membrane
http://purl.obolibrary.org/obo/GO_0099633	protein localization to postsynaptic specialization membrane	http://purl.obolibrary.org/obo/GO_0099634	postsynaptic specialization membrane
http://purl.obolibrary.org/obo/GO_1905383	protein localization to presynapse	http://purl.obolibrary.org/obo/GO_0098793	presynapse
http://purl.obolibrary.org/obo/GO_0099644	protein localization to presynaptic membrane	http://purl.obolibrary.org/obo/GO_0042734	presynaptic membrane
http://purl.obolibrary.org/obo/GO_1902657	protein localization to prospore membrane	http://purl.obolibrary.org/obo/GO_0005628	prospore membrane
http://purl.obolibrary.org/obo/GO_1990146	protein localization to rhabdomere	http://purl.obolibrary.org/obo/GO_0016028	rhabdomere
http://purl.obolibrary.org/obo/GO_0033366	protein localization to secretory granule	http://purl.obolibrary.org/obo/GO_0030141	secretory granule
http://purl.obolibrary.org/obo/GO_1902935	protein localization to septin ring	http://purl.obolibrary.org/obo/GO_0005940	septin ring
http://purl.obolibrary.org/obo/GO_1990166	protein localization to site of double-strand break	http://purl.obolibrary.org/obo/GO_0035861	site of double-strand break
http://purl.obolibrary.org/obo/GO_0061938	protein localization to somatodendritic compartment	http://purl.obolibrary.org/obo/GO_0036477	somatodendritic compartment
http://purl.obolibrary.org/obo/GO_1902889	protein localization to spindle microtubule	http://purl.obolibrary.org/obo/GO_0005876	spindle microtubule
http://purl.obolibrary.org/obo/GO_0099614	protein localization to spore cell wall	http://purl.obolibrary.org/obo/GO_0031160	spore wall
http://purl.obolibrary.org/obo/GO_1903213	protein localization to subtelomeric heterochromatin	http://purl.obolibrary.org/obo/GO_0099115	chromosome, subtelomeric region
http://purl.obolibrary.org/obo/GO_0035418	protein localization to synapse	http://purl.obolibrary.org/obo/GO_0045202	synapse
http://purl.obolibrary.org/obo/GO_0036051	protein localization to trailing edge	http://purl.obolibrary.org/obo/GO_0031254	cell trailing edge
http://purl.obolibrary.org/obo/GO_0061833	protein localization to tricellular tight junction	http://purl.obolibrary.org/obo/GO_0061689	tricellular tight junction
http://purl.obolibrary.org/obo/GO_0036052	protein localization to uropod	http://purl.obolibrary.org/obo/GO_0001931	uropod
http://purl.obolibrary.org/obo/GO_1903778	protein localization to vacuolar membrane	http://purl.obolibrary.org/obo/GO_0005774	vacuolar membrane
http://purl.obolibrary.org/obo/GO_0072665	protein localization to vacuole	http://purl.obolibrary.org/obo/GO_0005773	vacuole
